,location,total_sqft,bath,price,bhk
10837,other,1053.0,2.0,46.29,2
10839,Gubbalala,2000.0,3.0,125.0,3
10841,Hennur Road,1590.0,3.0,105.0,3
10842,other,1035.0,2.0,52.79,2
10843,Kothanur,1075.0,2.0,53.0,2
10844,TC Palaya,900.0,2.0,55.0,2
10845,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
10847,Thanisandra,1702.0,3.0,107.0,3
10854,Kanakpura Road,1300.0,3.0,69.0,3
10856,Kaggalipura,1210.0,2.0,65.0,3
10857,Chikkalasandra,1350.0,2.0,54.2,3
10858,Kaval Byrasandra,1900.0,2.0,65.0,3
10859,Ambedkar Nagar,1935.0,4.0,125.0,3
10860,other,1410.0,3.0,90.0,3
10861,Narayanapura,1469.0,2.0,99.14,2
10863,other,1460.0,2.0,87.0,3
10864,other,1260.0,2.0,85.05,3
10865,Chandapura,1345.0,2.0,39.5,3
10866,Panathur,980.0,2.0,57.0,2
10867,Kudlu Gate,1164.0,2.0,75.0,2
10868,Subramanyapura,929.0,1.0,51.0,2
10869,Kundalahalli,1065.0,2.0,70.0,2
10870,Budigere,1172.0,2.0,56.725,2
10872,Electronic City,1020.0,2.0,30.27,2
10873,Gunjur,1362.0,3.0,62.63,3
10874,Yeshwanthpur,672.0,1.0,36.85,1
10875,Brookefield,1746.0,3.0,115.0,3
10879,Ganga Nagar,1250.0,2.0,65.0,2
10881,Whitefield,3565.0,4.0,218.0,4
10884,other,1000.0,2.0,35.0,2
10887,Kasturi Nagar,2507.0,4.0,155.0,4
10888,Babusapalaya,1061.0,2.0,34.0,2
10889,KR Puram,1290.0,2.0,69.0,2
10890,Sarjapur,1200.0,2.0,42.6,2
10893,Sarjapur,1333.0,3.0,50.0,3
10894,Sarjapur  Road,1691.0,3.0,119.0,3
10897,Thanisandra,2030.0,4.0,125.0,3
10898,Balagere,1012.0,2.0,70.0,2
10899,Kudlu,1245.0,2.0,60.0,3
10900,7th Phase JP Nagar,1765.0,3.0,118.0,3
10901,Gottigere,1110.0,2.0,36.25,2
10902,other,967.0,2.0,47.8,2
10903,Sarjapur,1044.0,2.0,36.0,2
10904,Brookefield,1518.0,3.0,80.0,3
10905,KR Puram,1300.0,2.0,57.0,3
10906,other,1798.0,3.0,73.0,3
10907,KR Puram,866.28,2.0,36.38,2
10908,Whitefield,3410.0,5.0,253.0,4
10909,Singasandra,1179.0,2.0,56.0,2
10911,Uttarahalli,1125.0,2.0,48.0,2
10914,Haralur Road,1976.0,3.0,92.0,3
10915,5th Phase JP Nagar,1190.0,2.0,61.8,2
10918,Cooke Town,1700.0,3.0,120.0,3
10921,other,2000.0,3.0,85.0,3
10923,other,509.0,1.0,20.0,1
10924,Ambedkar Nagar,1852.0,4.0,122.0,3
10925,Varthur,1045.0,2.0,40.65,2
10926,other,3535.0,4.0,215.0,4
10927,Marathahalli,1102.0,2.0,53.67,2
10931,Kothanur,1140.0,2.0,56.0,2
10935,other,2050.0,3.0,135.0,3
10938,Hebbal,1255.0,3.0,77.68,3
10939,Thanisandra,1140.0,2.0,59.0,2
10940,Hosakerehalli,2376.0,3.0,240.0,3
10943,Kanakpura Road,1450.0,3.0,60.9,3
10944,Kodichikkanahalli,1400.0,3.0,66.0,3
10945,other,1339.0,2.0,53.56,2
10948,other,1305.0,2.0,52.0,2
10950,Anekal,680.0,1.0,21.0,2
10953,Hennur,1155.0,2.0,54.5,2
10956,Hebbal,2470.0,5.0,192.0,4
10957,Padmanabhanagar,1100.0,2.0,60.0,2
10958,Hormavu,1250.0,2.0,65.0,2
10959,Kothanur,1400.0,2.0,70.0,2
10960,other,1600.0,3.0,100.0,3
10961,Electronic City,1060.0,2.0,55.0,2
10962,Horamavu Banaswadi,1272.0,2.0,50.0,2
10965,Karuna Nagar,1945.0,3.0,115.0,3
10966,Chandapura,1033.0,2.0,30.47,3
10968,Gunjur Palya,1235.0,2.0,52.76,2
10970,other,850.0,2.0,42.5,2
10971,Subramanyapura,1880.0,3.0,110.0,3
10973,Kenchenahalli,1060.0,2.0,52.0,2
10974,Hennur Road,2041.0,3.0,138.0,3
10976,Vasanthapura,1037.0,2.0,36.28,2
10978,LB Shastri Nagar,1184.0,2.0,62.0,2
10979,Sarjapur  Road,1680.0,3.0,126.0,3
10980,Thanisandra,1411.0,3.0,100.0,3
10982,Kanakpura Road,900.0,2.0,41.0,2
10983,other,3500.0,4.0,320.0,4
10984,Thanisandra,1702.0,3.0,120.0,3
10985,Yelahanka,1185.0,2.0,45.0,2
10986,Kanakpura Road,1300.0,3.0,64.0,3
10987,other,1545.0,3.0,65.0,3
10988,6th Phase JP Nagar,1515.0,2.0,135.0,3
10990,JP Nagar,1107.0,2.0,57.0,2
10991,Old Madras Road,1720.0,3.0,106.0,3
10993,Bannerghatta Road,1000.0,2.0,44.5,2
10994,Electronic City,710.0,1.0,40.42,1
10996,other,3200.0,4.0,270.0,4
10999,Kaggadasapura,2400.0,4.0,130.0,5
11000,Hegde Nagar,1584.01,3.0,104.0,3
11002,Kammasandra,1200.0,6.0,60.0,4
11003,Kaggadasapura,1485.0,2.0,70.0,3
11005,8th Phase JP Nagar,1245.0,2.0,59.0,2
11006,Hennur Road,1880.0,4.0,154.0,4
11008,other,1050.0,2.0,45.0,2
11010,Bannerghatta Road,1640.0,3.0,105.0,3
11011,other,1165.0,2.0,65.0,2
11012,Kengeri Satellite Town,1110.0,2.0,43.0,2
11015,Uttarahalli,4500.0,4.0,150.0,4
11017,Haralur Road,1300.0,2.0,75.0,2
11018,other,1200.0,1.0,42.0,2
11020,Hennur Road,1232.0,2.0,69.61,2
11021,Jalahalli,1704.0,3.0,94.36,3
11022,7th Phase JP Nagar,1275.0,2.0,88.0,3
11023,Sarjapur  Road,1222.0,2.0,68.0,3
11024,Varthur,1155.0,2.0,39.0,2
11025,Electronic City,1000.0,2.0,29.95,2
11026,Horamavu Banaswadi,1200.0,2.0,45.0,2
11027,Yelahanka,1517.0,3.0,71.28,3
11030,5th Phase JP Nagar,4000.0,5.0,170.0,5
11032,Yelahanka,3019.0,6.0,190.0,4
11033,Whitefield,1345.0,3.0,58.0,3
11037,Hennur,1255.0,2.0,52.32,2
11039,other,1300.0,2.0,58.0,2
11040,Thanisandra,1185.0,2.0,45.0,2
11041,Pattandur Agrahara,1350.0,2.0,68.0,2
11042,Budigere,1590.0,3.0,76.16,3
11043,Thyagaraja Nagar,3000.0,6.0,180.0,7
11044,Brookefield,1560.0,3.0,149.0,4
11046,other,1645.0,3.0,87.0,3
11047,Hennur Road,1748.0,3.0,103.0,3
11049,Kengeri Satellite Town,1170.0,2.0,50.0,2
11050,Sarjapur  Road,3420.0,4.0,225.0,4
11051,Hulimavu,1320.0,2.0,65.0,3
11052,Bhoganhalli,1610.0,3.0,84.53,3
11053,Frazer Town,1870.0,3.0,180.0,3
11054,Sarjapur  Road,1510.0,2.0,110.0,3
11055,other,2700.0,7.0,110.0,6
11057,Mahadevpura,1500.0,2.0,70.0,3
11059,Thanisandra,1948.0,4.0,129.0,4
11060,Margondanahalli,1448.0,3.0,70.0,3
11061,Sarjapur  Road,1242.0,2.0,78.0,2
11062,Sonnenahalli,1268.0,2.0,58.0,2
11063,Ramamurthy Nagar,1101.0,2.0,50.0,2
11064,other,1255.0,2.0,65.0,2
11065,Gunjur,1362.0,3.0,62.63,3
11069,Uttarahalli,1345.0,2.0,57.0,3
11070,Thanisandra,3600.0,9.0,125.0,8
11071,other,1650.0,2.0,140.0,4
11072,Kaggalipura,950.0,2.0,45.0,2
11073,HBR Layout,1068.0,2.0,43.0,2
11074,Yelahanka New Town,860.0,1.0,31.0,2
11075,Kengeri,3000.0,5.0,130.0,8
11079,Banashankari,1800.0,3.0,125.0,3
11081,Hormavu,1604.0,3.0,68.0,3
11082,Old Airport Road,2732.0,4.0,204.0,4
11083,Chandapura,1015.0,2.0,25.88,2
11085,Ananth Nagar,1010.0,2.0,38.0,2
11087,Doddakallasandra,1010.0,2.0,41.0,2
11091,Attibele,410.0,1.0,10.0,1
11093,Naganathapura,1451.0,3.0,68.0,3
11096,other,4395.0,3.0,240.0,3
11099,other,1100.0,2.0,38.5,2
11101,Devarachikkanahalli,1700.0,3.0,71.0,3
11103,KR Puram,1096.0,2.0,43.0,2
11104,Electronic City Phase II,1160.0,2.0,33.5,2
11105,other,1936.0,3.0,139.0,3
11106,Nehru Nagar,1269.0,2.0,63.0,3
11109,Rajaji Nagar,1376.0,2.0,124.0,2
11111,Hosa Road,1538.0,3.0,107.0,3
11113,other,935.0,2.0,40.0,2
11114,other,1220.0,2.0,65.0,2
11115,Harlur,1197.0,2.0,77.0,2
11117,Kengeri,410.0,1.0,15.0,1
11118,Thanisandra,1573.0,3.0,90.0,3
11121,other,1200.0,1.0,65.0,1
11122,other,1800.0,3.0,95.0,3
11123,other,2045.0,3.0,108.0,3
11124,Sonnenahalli,1268.0,2.0,56.0,2
11125,Kambipura,883.0,2.0,39.0,2
11126,Yelahanka,1600.0,3.0,100.0,3
11129,Whitefield,4500.0,4.0,330.0,4
11130,KR Puram,1204.0,2.0,58.0,2
11132,Hennur Road,1460.0,2.0,80.3,2
11133,Dodda Nekkundi,1100.0,2.0,41.18,2
11135,Sector 2 HSR Layout,1600.0,3.0,90.0,3
11136,other,1250.0,2.0,55.0,2
11137,Sarjapur  Road,1665.0,3.0,74.93,3
11138,Uttarahalli,1345.0,2.0,57.0,3
11140,Singasandra,1416.0,2.0,67.0,2
11141,HSR Layout,1145.0,2.0,46.0,2
11142,Munnekollal,7200.0,10.0,200.0,10
11143,Jigani,1231.0,3.0,58.0,3
11144,Yelahanka,1664.0,3.0,73.95,3
11147,other,4500.0,4.0,345.0,4
11151,Balagere,1007.0,2.0,68.0,2
11154,other,1200.0,2.0,54.0,2
11155,Horamavu Agara,994.0,2.0,42.28,2
11157,Thanisandra,1220.0,2.0,46.0,2
11159,Old Madras Road,1157.0,2.0,47.32,2
11161,Thigalarapalya,1400.0,2.0,105.0,2
11162,Tindlu,1370.07,3.0,65.0,3
11164,Judicial Layout,900.0,2.0,40.0,2
11165,other,418.0,1.0,17.0,1
11166,other,1200.0,3.0,80.0,3
11168,Talaghattapura,1062.0,2.0,42.48,2
11169,Kanakpura Road,1120.0,2.0,51.0,2
11170,Bannerghatta Road,1012.0,2.0,44.0,2
11174,Kanakpura Road,1430.0,2.0,78.0,2
11175,Channasandra,1195.0,2.0,56.0,3
11176,Old Madras Road,2640.0,5.0,150.0,3
11177,Bisuvanahalli,1075.0,2.0,42.0,3
11181,7th Phase JP Nagar,1450.0,2.0,102.0,3
11182,Sarjapur  Road,1129.0,2.0,69.0,2
11183,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
11189,TC Palaya,1082.0,2.0,64.0,2
11190,LB Shastri Nagar,2400.0,8.0,250.0,8
11191,other,610.0,1.0,28.0,1
11192,Raja Rajeshwari Nagar,1560.0,4.0,160.0,4
11193,Kathriguppe,1300.0,3.0,77.99,3
11194,Kudlu Gate,3850.0,6.0,205.0,4
11195,CV Raman Nagar,1125.0,2.0,46.0,2
11196,other,2400.0,7.0,107.0,6
11198,Battarahalli,2500.0,3.0,65.0,4
11199,Old Airport Road,1798.0,3.0,150.0,3
11200,other,1864.0,3.0,120.0,3
11201,Whitefield,1115.0,2.0,51.91,2
11204,Ananth Nagar,992.0,2.0,24.8,2
11205,other,950.0,2.0,57.0,2
11207,Bellandur,1200.0,2.0,62.0,2
11209,BTM 2nd Stage,1750.0,3.0,172.0,3
11210,HSR Layout,1009.0,2.0,56.0,2
11211,Jalahalli,1470.0,2.0,102.0,3
11213,other,985.0,2.0,45.0,2
11214,Chandapura,3300.0,4.0,135.0,4
11215,Whitefield,1277.0,2.0,77.0,2
11216,other,1100.0,2.0,62.0,2
11218,other,1530.0,3.0,87.0,4
11221,Jakkur,1880.0,4.0,110.0,3
11222,Hennur,1255.0,2.0,52.35,2
11223,Kanakpura Road,700.0,2.0,36.0,2
11225,Electronic City Phase II,1025.0,2.0,29.6,2
11226,Whitefield,3453.0,4.0,247.0,4
11227,Uttarahalli,1490.0,2.0,59.6,3
11229,Sarjapur  Road,1850.0,3.0,140.0,3
11230,Kaikondrahalli,1250.0,2.0,78.0,2
11233,Jalahalli,1244.0,2.0,88.0,2
11237,Kengeri Satellite Town,1191.0,2.0,33.34,3
11238,Kasavanhalli,1719.0,3.0,71.0,3
11241,Hosa Road,1470.0,2.0,84.22,3
11242,Yelahanka,1140.0,2.0,50.66,2
11243,Harlur,1752.12,3.0,125.0,3
11246,Old Madras Road,2990.0,3.0,170.0,3
11247,Bannerghatta Road,1660.0,3.0,85.0,3
11248,Electronic City,1275.0,3.0,63.43,3
11250,other,1200.0,2.0,90.0,3
11252,Banashankari Stage VI,1392.0,3.0,69.46,3
11253,Whitefield,1245.0,2.0,59.76,2
11255,Yeshwanthpur,1162.0,2.0,64.08,2
11256,Singasandra,1476.0,2.0,73.0,3
11257,KR Puram,700.0,1.0,21.5,1
11258,other,3600.0,6.0,170.0,6
11259,Jigani,943.0,2.0,48.0,2
11261,Sarjapur  Road,1113.0,2.0,44.5,2
11262,Varthur,1615.0,3.0,69.43,3
11264,other,1256.0,2.0,60.0,2
11267,other,1525.0,3.0,68.63,3
11268,Rajaji Nagar,1357.0,2.0,123.0,2
11269,Hebbal,1645.0,3.0,117.0,3
11270,Ardendale,1777.26,3.0,92.0,3
11271,Bisuvanahalli,845.0,2.0,32.0,2
11273,Varthur,1210.0,2.0,64.15,2
11274,Electronic City Phase II,829.0,2.0,22.8,2
11278,Marathahalli,1108.0,2.0,60.0,3
11279,Kanakpura Road,1401.0,3.0,69.0,3
11280,Sarjapur  Road,1157.0,2.0,75.0,3
11281,other,1185.0,2.0,42.66,2
11282,Green Glen Layout,1751.0,3.0,115.0,3
11284,Bannerghatta Road,1880.0,3.0,96.5,3
11286,Channasandra,1175.0,2.0,38.0,2
11287,Jalahalli,1407.0,2.0,98.49,2
11288,Yelachenahalli,1000.0,2.0,50.0,2
11289,Electronic City,1518.0,3.0,75.0,3
11290,other,3600.0,4.0,300.0,4
11291,Tumkur Road,1027.0,2.0,67.0,2
11293,HSR Layout,1145.0,2.0,46.0,2
11294,Rajaji Nagar,1260.0,2.0,113.0,2
11295,Begur Road,1500.0,2.0,47.25,3
11298,other,1600.0,4.0,120.0,3
11300,other,1120.0,2.0,60.0,2
11302,Hennur Road,1030.0,2.0,46.5,2
11303,Gubbalala,2500.0,6.0,88.0,6
11304,Kammasandra,1057.0,2.0,35.0,2
11305,Old Airport Road,2774.0,4.0,208.0,4
11307,Hormavu,1075.0,2.0,53.7,2
11308,Mysore Road,1080.0,2.0,60.0,3
11310,other,5100.0,7.0,225.0,6
11311,Singasandra,1139.7,2.0,45.0,2
11312,Whitefield,1074.0,2.0,42.8,2
11313,Whitefield,1200.0,2.0,46.13,2
11314,Sarjapur  Road,2425.0,5.0,175.0,4
11315,Sarjapur  Road,1323.0,2.0,74.0,2
11316,Hennur Road,1232.0,2.0,69.61,2
11317,Kalena Agrahara,900.0,2.0,40.0,2
11318,Sarjapura - Attibele Road,740.0,1.0,23.65,1
11319,Hebbal,1920.0,3.0,134.0,3
11321,Bannerghatta Road,1550.0,3.0,96.0,3
11324,R.T. Nagar,3600.0,8.0,165.0,9
11325,other,1308.0,2.0,86.0,2
11330,Horamavu Agara,1107.83,2.0,41.51,2
11331,Whitefield,1200.0,2.0,45.84,2
11334,Jakkur,1660.0,3.0,104.0,3
11335,Nagavara,1247.0,2.0,58.56,2
11336,Thanisandra,1595.0,3.0,96.0,3
11337,Kaggadasapura,1175.0,2.0,50.0,2
11339,Old Airport Road,1184.0,2.0,78.0,2
11340,other,1100.0,2.0,55.0,2
11342,Yelahanka,1200.0,2.0,60.0,2
11344,other,1000.0,2.0,45.0,2
11346,Yelahanka,1705.0,3.0,85.0,3
11349,other,1347.0,2.0,55.0,3
11352,Whitefield,2280.0,4.0,125.0,3
11353,other,1225.0,2.0,71.05,2
11354,5th Phase JP Nagar,1080.0,2.0,53.0,2
11357,Begur Road,1100.0,2.0,42.6,2
11358,Sarjapur  Road,2500.0,4.0,225.0,4
11360,Begur Road,1565.0,2.0,57.91,3
11361,other,1200.0,3.0,78.0,2
11362,Kothanur,1581.0,3.0,76.0,3
11363,Whitefield,2882.0,5.0,200.0,4
11366,Nagasandra,7000.0,8.0,450.0,4
11368,Sarjapur,950.0,2.0,35.0,2
11369,other,1339.0,2.0,55.0,2
11370,other,1449.0,3.0,72.0,3
11372,other,1100.0,2.0,38.68,2
11373,Hoskote,1003.5,2.0,28.095,2
11375,other,1100.0,2.0,55.0,2
11379,Chandapura,800.0,1.0,30.0,2
11380,Chikkabanavar,2000.0,4.0,65.0,5
11383,Kanakpura Road,1220.0,2.0,60.0,2
11385,Whitefield,1170.0,2.0,56.0,2
11386,other,1350.0,2.0,89.5,2
11387,Kambipura,883.0,2.0,45.0,2
11389,Electronic City Phase II,2187.5,4.0,105.0,4
11390,Ambalipura,1060.0,2.0,58.5,2
11391,Somasundara Palya,1185.0,2.0,75.0,2
11393,Vittasandra,1404.0,2.0,72.0,2
11396,Kaikondrahalli,3381.0,6.0,225.0,6
11397,Hormavu,980.0,2.0,42.0,2
11399,Banashankari,1420.0,3.0,66.0,3
11401,other,2312.0,3.0,156.0,3
11402,Kaggadasapura,3000.0,4.0,130.0,4
11403,other,1175.0,2.0,70.0,2
11404,other,1145.0,2.0,51.0,2
11405,Bhoganhalli,970.0,2.0,52.5,2
11407,Whitefield,1639.5,3.0,92.63,3
11408,9th Phase JP Nagar,5000.0,4.0,300.0,4
11412,Hennur Road,2950.0,4.0,253.0,4
11413,Jalahalli,1200.0,2.0,66.0,1
11414,Kathriguppe,1335.0,2.0,73.43,3
11416,Yeshwanthpur,1166.0,2.0,64.08,2
11418,Shivaji Nagar,1460.0,2.0,90.0,3
11420,other,1386.0,3.0,93.0,4
11422,Thanisandra,1732.0,3.0,85.73,3
11423,Whitefield,1390.0,2.0,72.0,2
11425,Kengeri,416.0,1.0,17.19,1
11427,Yelahanka,1350.0,2.0,85.0,3
11428,Bannerghatta Road,1453.0,2.0,73.0,3
11429,Thanisandra,1226.0,2.0,65.0,2
11431,Hegde Nagar,1168.0,2.0,68.0,3
11432,Bannerghatta,1776.0,3.0,124.0,3
11433,Whitefield,1634.0,3.0,68.0,3
11436,Nagasandra,1650.0,3.0,95.0,3
11437,Whitefield,1190.0,2.0,70.0,2
11439,other,1559.0,3.0,62.0,3
11441,other,6652.0,6.0,510.0,4
11442,Kodichikkanahalli,976.0,2.0,50.0,2
11445,Binny Pete,2940.0,6.0,201.0,4
11447,Ramagondanahalli,1151.0,2.0,46.0,2
11451,other,1060.0,2.0,52.0,2
11452,Thigalarapalya,2215.0,4.0,162.0,3
11453,Hennur,1255.0,2.0,54.5,2
11455,Hormavu,1075.0,2.0,53.7,2
11456,Harlur,2569.0,5.0,180.0,4
11457,ITPL,900.0,2.0,27.0,2
11459,HSR Layout,1100.0,2.0,44.0,2
11460,GM Palaya,1643.0,2.0,70.0,3
11462,Jakkur,1291.0,2.0,75.0,2
11464,Electronic City,1060.0,2.0,55.0,2
11465,7th Phase JP Nagar,1575.0,2.0,110.0,3
11468,Mahadevpura,1236.0,2.0,58.0,2
11469,Ramamurthy Nagar,1350.0,2.0,39.0,3
11471,Pai Layout,3800.0,6.0,175.0,6
11472,Haralur Road,4694.0,5.0,375.0,4
11474,Hulimavu,1200.0,4.0,75.0,4
11478,Banashankari,1200.0,3.0,74.52,3
11479,Kudlu Gate,1850.0,3.0,110.0,3
11480,other,3150.0,4.0,180.0,4
11481,Naganathapura,1200.0,1.0,39.82,1
11484,Chandapura,1185.0,2.0,30.22,3
11485,Jigani,918.0,2.0,56.0,2
11486,other,1330.0,2.0,68.0,3
11487,Munnekollal,1540.0,2.0,70.0,3
11488,Lakshminarayana Pura,1200.0,2.0,80.0,2
11489,other,927.0,2.0,37.0,2
11490,Sarjapur,2585.5,4.0,115.0,4
11491,CV Raman Nagar,1400.0,2.0,78.0,3
11494,8th Phase JP Nagar,1510.0,2.0,80.0,2
11496,Kanakpura Road,525.0,2.0,27.0,1
11498,Yelahanka,827.5,1.0,42.535,1
11500,other,1200.0,3.0,68.0,3
11501,Kanakpura Road,1100.0,3.0,53.0,3
11502,Hormavu,2282.0,4.0,115.0,4
11503,other,760.0,2.0,37.49,2
11504,Sarjapur,2172.0,3.0,100.0,3
11507,8th Phase JP Nagar,3300.0,3.0,165.0,3
11510,Uttarahalli,1245.0,2.0,43.58,3
11511,Kadugodi,1088.0,2.0,44.0,2
11513,TC Palaya,1995.0,3.0,100.0,3
11520,Hebbal,3520.0,5.0,240.0,3
11521,5th Phase JP Nagar,1041.0,2.0,54.0,2
11523,Bannerghatta,1776.0,3.0,150.0,3
11524,Bellandur,1767.0,3.0,89.0,3
11525,other,1293.0,2.0,80.0,2
11526,Kengeri,1320.0,2.0,50.0,2
11527,other,1280.0,2.0,68.48,2
11529,Haralur Road,1027.0,1.0,44.0,2
11530,Yelenahalli,1200.0,2.0,46.17,2
11531,Kanakpura Road,1100.0,3.0,58.0,3
11532,other,1065.0,3.0,72.0,3
11533,Kannamangala,1814.0,3.0,129.0,3
11534,Ramagondanahalli,1610.0,2.0,112.0,3
11535,Kumaraswami Layout,850.0,1.0,78.0,1
11536,Kasavanhalli,1600.0,3.0,79.0,3
11537,other,3200.0,4.0,140.0,3
11538,other,1250.0,2.0,77.13,3
11539,Haralur Road,1243.0,2.0,46.0,2
11540,Kanakpura Road,1452.0,3.0,60.98,3
11541,other,1475.0,3.0,75.0,3
11547,Battarahalli,2700.0,3.0,75.0,4
11549,Thanisandra,2695.0,4.0,188.0,4
11550,other,1330.0,3.0,65.0,3
11552,BTM 2nd Stage,1400.0,2.0,90.0,2
11553,Gubbalala,4000.0,5.0,195.0,4
11554,Kanakpura Road,1700.0,3.0,75.0,3
11555,Kasavanhalli,1585.0,2.0,90.0,2
11556,Kothanur,1385.0,3.0,67.0,3
11560,HSR Layout,1203.0,2.0,60.0,2
11561,Mallasandra,905.0,2.0,35.0,2
11562,Hennur Road,1450.0,3.0,79.0,3
11563,Varthur,1105.0,2.0,38.0,2
11564,Channasandra,1200.0,2.0,46.13,2
11565,Jalahalli,1530.0,2.0,89.0,3
11568,other,1065.0,2.0,45.0,2
11570,Haralur Road,1243.0,2.0,46.0,2
11571,Old Madras Road,1530.0,3.0,76.34,3
11572,Margondanahalli,1200.0,2.0,65.0,2
11574,Bellandur,1830.0,3.0,89.0,3
11577,other,7000.0,6.0,560.0,6
11578,Bannerghatta Road,1450.0,2.0,78.0,3
11579,other,1525.0,3.0,65.0,3
11580,Mahalakshmi Layout,1080.0,2.0,67.0,2
11581,other,1220.0,2.0,72.0,2
11582,Begur Road,1200.0,2.0,44.4,2
11585,other,1500.0,2.0,60.0,2
11586,Koramangala,1355.0,2.0,95.0,2
11587,Electronic City,1070.0,2.0,57.0,2
11589,Bommasandra,842.0,2.0,30.0,2
11590,Bannerghatta Road,700.0,1.0,31.2,1
11592,other,1884.0,3.0,95.0,3
11594,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
11597,Thanisandra,1185.0,2.0,43.5,2
11600,Whitefield,1116.0,2.0,51.91,2
11601,6th Phase JP Nagar,1192.0,2.0,75.0,2
11604,Electronic City,1700.0,3.0,90.0,3
11605,Hebbal,1920.0,3.0,150.0,3
11606,other,1350.0,2.0,90.0,2
11607,other,4800.0,5.0,350.0,4
11608,other,1700.0,3.0,74.0,3
11609,Hoodi,1447.0,3.0,76.0,2
11611,Sarjapur  Road,1314.0,2.0,70.44,3
11614,Hosa Road,1513.0,3.0,103.0,3
11615,other,1559.6266939129125,2.0,80.0,3
11616,Vittasandra,1246.0,2.0,67.5,2
11617,Ganga Nagar,705.0,1.0,65.0,1
11618,Dasarahalli,1220.0,2.0,62.0,2
11620,Kaval Byrasandra,1400.0,3.0,75.0,3
11621,Kasavanhalli,1245.0,2.0,80.0,2
11622,other,1495.0,2.0,63.0,3
11625,Yelahanka New Town,1000.0,2.0,44.0,2
11626,other,1250.0,2.0,75.0,2
11627,Chandapura,975.0,2.0,24.86,2
11628,Thanisandra,1261.0,2.0,80.0,3
11629,Electronics City Phase 1,1080.0,2.0,46.0,2
11630,other,1230.0,2.0,50.0,2
11631,Kammasandra,982.0,2.0,25.53,2
11632,Bommasandra,1260.0,3.0,49.36,3
11635,Electronic City Phase II,1320.0,2.0,38.12,3
11636,Green Glen Layout,1750.0,3.0,105.0,3
11637,Whitefield,1436.0,2.0,62.15,3
11638,TC Palaya,1200.0,2.0,66.0,3
11639,Malleshwaram,1500.0,2.0,140.0,2
11640,Varthur,1560.0,3.0,90.0,3
11642,other,1275.0,2.0,59.0,2
11643,other,1040.0,2.0,36.4,2
11644,Bellandur,2400.0,3.0,115.0,3
11646,Kaggalipura,3150.0,5.0,212.0,4
11647,Karuna Nagar,1960.0,3.0,165.0,3
11650,Yelahanka,1195.0,2.0,53.105,2
11654,other,648.0,1.0,40.0,1
11655,Sarjapur  Road,2100.0,3.0,130.0,3
11657,Kudlu,1027.0,2.0,44.0,2
11659,Bommasandra,1365.0,3.0,52.82,3
11660,Yelahanka New Town,650.0,1.0,18.0,1
11662,Cooke Town,1100.0,2.0,90.0,2
11663,7th Phase JP Nagar,1075.0,2.0,57.0,3
11664,Banashankari,1100.0,2.0,63.0,2
11665,other,1320.0,2.0,58.0,3
11666,Kammasandra,1500.0,3.0,65.0,3
11669,Vittasandra,1246.0,2.0,67.5,2
11670,Bhoganhalli,1718.0,3.0,90.2,3
11672,other,1480.0,3.0,75.48,3
11675,Kaikondrahalli,1200.0,4.0,125.0,4
11677,other,1128.0,2.0,48.4,2
11678,Hosur Road,1685.0,3.0,90.0,3
11679,other,1180.0,2.0,65.0,2
11680,other,1200.0,2.0,60.0,2
11682,Kanakpura Road,900.0,2.0,41.0,2
11683,other,1000.0,2.0,45.0,2
11686,Vittasandra,1404.0,2.0,70.0,2
11687,Ramagondanahalli,1610.0,2.0,115.0,3
11688,Varthur,1760.0,2.0,85.0,2
11689,other,975.0,2.0,55.0,2
11690,other,1190.0,2.0,42.0,2
11691,Kudlu,1110.0,2.0,46.0,2
11693,Gunjur,1235.0,2.0,44.5,2
11694,other,1275.0,2.0,55.0,2
11696,Harlur,1197.0,2.0,76.0,2
11697,Begur Road,644.0,1.0,32.0,1
11699,Neeladri Nagar,1105.0,2.0,30.0,2
11700,other,1080.0,2.0,38.0,2
11701,Kudlu,2100.0,3.0,114.0,4
11703,NRI Layout,1731.0,3.0,64.11,3
11704,Hormavu,1206.0,2.0,55.0,2
11705,Choodasandra,1560.0,3.0,78.0,3
11706,7th Phase JP Nagar,750.0,1.0,47.0,1
11709,Sarjapur  Road,702.0,1.0,35.8,1
11710,Attibele,1700.0,3.0,65.0,3
11711,HRBR Layout,1145.0,2.0,68.5,2
11712,Ramamurthy Nagar,1208.0,2.0,43.5,3
11713,Brookefield,1589.0,3.0,74.0,3
11715,Yelahanka New Town,1426.0,2.0,61.5,3
11716,Green Glen Layout,1885.0,3.0,135.0,3
11717,Old Madras Road,935.0,2.0,37.77,2
11718,Old Madras Road,1171.0,2.0,73.0,2
11719,Singasandra,1465.0,2.0,60.0,2
11720,Budigere,1820.0,3.0,95.0,3
11721,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
11723,Hennur Road,1445.0,2.0,89.56,3
11725,other,1070.0,2.0,50.0,2
11726,Kanakpura Road,1100.0,3.0,53.0,3
11727,Kothanur,1140.0,2.0,56.0,2
11728,Rachenahalli,2600.0,3.0,160.0,3
11729,other,1532.0,3.0,59.75,3
11730,other,1150.0,2.0,46.0,2
11731,Jakkur,1473.0,2.0,85.0,2
